"id","name","description","state","region","sector","length","height","author","name_history","date_tense","date_insertion","time_approach","time_tensioning","rating","created_at","updated_at","published_at","created_by_id","updated_by_id"
564,Cimbuří-Cimbuline,"První skutečná HL v Česku. Na podzim 2007 ji jako první a jedinej přešel Stefan Junghannss. My ostatní jsme si museli rok počkat, ale stálo to za to! Nově navrtáno na obou stranách kotvení!",Česká republika,Liberecký,Jizerské hory,25,20,kolouch,"",2010-07-20,,,,4,,2022-10-22 12:25:37.376,2022-10-22 12:25:37.370,,1
654,Für Elise,Lajna je kotvená za solidní borovice (2m a 3m spansetů) šikmo přes údolí. ,Česká republika,Ústecký kraj,České Švýcarsko,26,17,Slacklinerz,,2012-09-13,,,,1,,2022-10-22 12:44:23.350,2022-10-22 12:44:23.343,,1
563,Green Air line,"",Česká republika,Královéhradecký,Bišík,23,20,"",,2008-08-04,,,,3,,2022-10-22 12:47:20.239,2022-10-22 12:47:20.232,,1
572,I-Landcruise,"                                  
Naprosto úžasná linie,čekala až dospěje generace hajlajnerů schopných přejít 40-ti metovou HL. Takže svým způsobem historický milník .   
                  ",Česká republika,Ústecký,Ostrov,40,30,landcruising,,2010-05-01,,,,4,,2022-10-22 12:56:44.200,2022-10-22 12:56:44.191,,1
657,Kajetánka,Highline mezi bloky kolejí na Kajetánce. Na obou stranách pohodové kotvení obhozením výtahové šachty. Otázkou je jak se dostat na obě střechy :-),Česká republika,Hlavní město Praha,"Praha, Kajetánka",12,30,"Vejvis, Stenly, Víťa","",2011-11-20,,,,1,,2022-10-22 13:02:54.927,2022-10-22 13:02:54.919,,1
570,Kinder highline,"      
 Názvem hajlajna pro děti.Ovšem opak je pravdou. Na věž je třeba překočit dvojkovým přeskokem, k montáži je třeba mrtě matroše a bandáže + bouldermatka. Těch pár kroků nestojí za tu námahu, ale lajna bezesporu patří k historii hajaljningu v česku. Never more!    
    ",Česká republika,Ústecký,Ostrov,8,20,kolouch,,2008-05-02,,,,2,,2022-10-22 13:05:53.073,2022-10-22 13:05:53.065,,1
660,Skalní koruna,"Skalní korunu řeší obhoz (dost velký) na druhou stranu se musí vyjít zezadu jakoby zleva(hrozná cesta) ale jinak se tam nedá dostat, kotvení je nad věží Trůn za docela velký obhoz to stáhneš dolů přes takovou římsu(dost spansetů)",Česká republika,Královéhradecký kraj,Teplické skály,32,50,landcruising,,2012-11-20,,,,4,,,,,
661,Zoufalcova touha,"Kotvení: výrazný talíř (8.5m), vklíněný kámen(6m).",Česká republika,Ústecký kraj,Ostrov,15,14,"Lukáš Černý, Jakub Trávník",,2013-01-06,,,,2,,,,,
667,Kundí Judo,Lajna vede přes takové hezké mělké údolíčko..Na jedné straně kotveno za takovou statnější borovici+ backup o kousíček dál též za strom a na druhý straně cca 11m spansetovej obhoz+ backup za borovičku..Na skalku se dá v pohodě vyjít...,Česká republika,Královéhradecký kraj,Adršpach,64,17,Adrlines,,2013-02-16,,,,2,,2022-10-22 13:37:18.289,2022-10-22 13:37:18.282,,1
664,Labutí jezero,"V zadní části jezírka. Na pravé straně police (3nýty, 3m). Levá strana za hranou velké plotny (3nýty, 3m+3m). Vzít reepku na přetáhnutí lajny. :)
VIDEO:
http:\/\/www.youtube.com\/watch?v=0JmZOOZ3YGE",Česká republika,Hlavní město Praha,Prokopské údolí,34,14,"Lukáš Černý, Jakub Trávník",,2013-01-10,,,,2,,,,,
665,Slavnosti chudáků,"Hajlajna na začátku hřebene kde vede větrník. Málo exponovaná a docela zarostlá. Přesto pěkná. Až se vše zazelená bude to uplně jiné. Taková jednoduchá 30ka.
Kotvení: Vlevo obhodit hrot a vyvést spárkou nahoru (3m+2m). Vpravo obhodit velký skalní výstupek (10m). 
",Česká republika,Hlavní město Praha,Divoká šárka,33,11,"Marek Smolka, Lukáš Černý",,2013-01-18,,,,1,,,,,
666,Nervík,"Hajlajna na začátku hřebene kde vede Větrník. Vedle Slavnosti chudáků. Vcelku exponovaná a pěkná. Na začátku vadí lehce strom. 
Kotvení: Levá strana police - 2 nýty(3m),
Pravá strana, obhodit hrot - navléct spanset (3m).",Česká republika,Hlavní město Praha,Divoká šárka,24,13,"Lukáš Černý, Jakub Trávník, Da",,2013-01-19,,,,2,,,,,
668,Orlí hnízdo,"HL v žulovém lomu u vesnice jménem Prosečnice. Jedna strana ve stěně na polici navrtáno 4x10mm nýty 3x na hlavní, 1x na backup(3m spanset + 2m spanset)....druhá strana obhoz(2m spanset) borovice kousek od kraje(lepší zbackupovat). Na polici nutno kousek slanit. Sebou plakety na 10 nebo jdou i 12. Nesplést si lomy je jich tam víc...tenhle je trochu skrytej.",Česká republika,Středočeský kraj,lom v Doubí (u Prosečnice),21,17,EQB team,,2013-02-16,,,,2,,,,,
669,ReBarbora,"Lajna tvoří jasnou linii v prostoru nad hřištěm a bývalým koupalištěm v Prokopském údolí v místech, kam se dostanete silnicí z Barrandova přes Klukovice a pod viaduktem. Přístup snazší shora nebo zprava cestou u nejbližšího baráku. Na V straně 3x 12mm nýty včetně podložek a matek, na Z straně 4x 12mm nýty(jeden jen jako backup druhého) včetně podložek a matek. Na V stranu 3m spanset a prodlužit o 25cm půlmetrákem na dvojito. Na Z straně  zprava 3m z obou nýtů a zleva 3m z jednoho spodního nýtu. Oba spansety spojit pevnostním šeklem a kotvítka založit do levého, ale metodou sliding-X, ne pouze provléknout. Kladky lépe na V straně. Zanechte po sobě čisto, nalezené odpadky odneste.",Česká republika,Hlavní město Praha,Praha - Prokopské údolí,41,18,Píďa,,2013-01-31,,,,3,,,,,
670,Primarýma,"Lajna se nachází na stejném hřebeni jako mechobeton ale znatelně výše.
   Kdysi tahal Kwjet s mrte spansetama na obhozy. Nově navrtány obě strany. (pohled dolu) Levá strana 2nýty (3m), pravá strana 2nýty (6m).",Česká republika,Hlavní město Praha,Praha-Divoká šárka,27,12,"Jakub ""Kwjet"" Hanuš",,2011-12-01,,,,2,,,,,
